technique,entry_time,exit_time,direction,entry,stop,target_r,gross_r,net_r,reason,priority
V1 Legacy M15,2026-01-02 01:00:00+00:00,2026-01-02 08:45:00+00:00,1,4353.695,4337.149156295635,2.0,2.0,1.973687077686757,target,3
M15-0591 MTF,2026-01-02 08:15:00+00:00,2026-01-02 13:30:00+00:00,1,4384.498,4374.355111388867,3.0,-1.0,-1.0432273109574297,stop,0
V1 Legacy M15,2026-01-02 13:15:00+00:00,2026-01-02 13:30:00+00:00,1,4399.425,4384.061197101517,2.0,-1.0,-1.0286350002604778,stop,3
Structural Frequency M15,2026-01-02 15:00:00+00:00,2026-01-05 00:15:00+00:00,-1,4352.955,4378.587032157783,3.0,-1.0,-1.0169824810346855,stop,4
M15-0591 MTF,2026-01-02 16:30:00+00:00,2026-01-04 23:15:00+00:00,-1,4321.105,4338.499979020557,3.0,-1.0,-1.0248411049814627,stop,0
V1 Legacy M15,2026-01-02 18:15:00+00:00,2026-01-04 23:15:00+00:00,-1,4314.115,4334.260602918481,3.0,-1.0,-1.021414673055242,stop,3
M15-0591 MTF,2026-01-05 00:15:00+00:00,2026-01-05 09:00:00+00:00,1,4377.625,4359.882088653809,3.0,3.0,2.9753274707031676,target,0
V1 Legacy M15,2026-01-05 06:15:00+00:00,2026-01-05 13:30:00+00:00,1,4417.889,4400.052762480986,2.0,-1.0,-1.024769175647556,stop,3
Outcome First M15,2026-01-05 11:30:00+00:00,2026-01-05 15:00:00+00:00,-1,4416.945,4440.459698997234,3.0,-1.0,-1.0187837615974564,stop,2
Structural Frequency M15,2026-01-05 14:30:00+00:00,2026-01-06 07:45:00+00:00,1,4420.905,4395.119315815294,3.0,1.6811653974150524,1.6640205934675112,time_exit,4
V1 Legacy M15,2026-01-05 23:00:00+00:00,2026-01-06 00:00:00+00:00,1,4446.615,4437.043498435291,2.0,-1.0,-1.0464568173545035,stop,3
V1 Legacy M15,2026-01-06 03:15:00+00:00,2026-01-06 19:30:00+00:00,1,4462.345,4437.305677294084,2.0,0.7320485547985144,0.7142272061446007,time_exit,3
Structural Portfolio MTF,2026-01-06 11:45:00+00:00,2026-01-07 05:00:00+00:00,1,4461.809,4447.384784487455,4.0,0.18760119034873718,0.1566684231828588,time_exit,1
Outcome First M15,2026-01-06 11:45:00+00:00,2026-01-07 05:00:00+00:00,1,4461.809,4447.384784487455,3.0,0.18760119034873718,0.1566684231828588,time_exit,2
Structural Frequency M15,2026-01-06 11:45:00+00:00,2026-01-07 05:00:00+00:00,1,4461.809,4447.384784487455,3.0,0.18760119034873718,0.1566684231828588,time_exit,4
M15-0591 MTF,2026-01-06 15:30:00+00:00,2026-01-06 15:45:00+00:00,1,4480.579,4463.884580014695,4.0,-1.0,-1.0268387820837377,stop,0
V1 Legacy M15,2026-01-06 23:15:00+00:00,2026-01-07 01:00:00+00:00,1,4497.305,4487.690809936411,2.0,-1.0,-1.0467777833624496,stop,3
M15-0591 MTF,2026-01-07 02:00:00+00:00,2026-01-07 03:30:00+00:00,-1,4465.255,4478.500203791301,3.0,-1.0,-1.0337122408258654,stop,0
V1 Legacy M15,2026-01-07 05:45:00+00:00,2026-01-07 08:45:00+00:00,-1,4452.119,4472.356732081212,2.0,-1.0,-1.0219991004038105,stop,3
M15-0591 MTF,2026-01-07 06:30:00+00:00,2026-01-07 08:45:00+00:00,-1,4454.725,4469.902278497453,3.0,-1.0,-1.02935127665179,stop,0
Structural Frequency M15,2026-01-07 07:45:00+00:00,2026-01-07 12:30:00+00:00,1,4458.665,4440.452797990826,2.0,-1.0,-1.024481745797428,stop,4
V1 Legacy M15,2026-01-07 11:45:00+00:00,2026-01-08 05:00:00+00:00,-1,4450.185,4468.183005335041,2.0,1.0506719854774254,1.0259459954737677,time_exit,3
Structural Frequency M15,2026-01-07 17:00:00+00:00,2026-01-08 02:45:00+00:00,1,4463.875,4439.0761888645275,3.0,-1.0,-1.0180003588704896,stop,4
Structural Portfolio MTF,2026-01-08 01:30:00+00:00,2026-01-08 02:00:00+00:00,1,4454.535,4443.4397037181225,3.0,-1.0,-1.0401479589803821,stop,1
V1 Legacy M15,2026-01-08 05:15:00+00:00,2026-01-08 15:15:00+00:00,-1,4426.995,4443.2153601280825,2.0,-1.0,-1.0272928280571,stop,3
Outcome First M15,2026-01-08 13:00:00+00:00,2026-01-08 20:30:00+00:00,1,4427.375,4406.747743719412,2.0,2.0,1.9785362874258436,target,2
V1 Legacy M15,2026-01-08 16:45:00+00:00,2026-01-09 10:00:00+00:00,1,4460.485,4441.940438262482,2.0,0.5570366205581984,0.5329838278142434,time_exit,3
Outcome First M15,2026-01-09 12:00:00+00:00,2026-01-09 12:45:00+00:00,1,4474.995,4466.298939202062,3.0,-1.0,-1.0514600243027399,stop,2
Structural Portfolio MTF,2026-01-09 14:00:00+00:00,2026-01-12 00:45:00+00:00,1,4482.178,4457.757192841831,4.0,4.0,3.981646069390869,target,1
Outcome First M15,2026-01-09 14:00:00+00:00,2026-01-12 00:30:00+00:00,1,4482.178,4457.757192841831,3.0,3.0,2.981646069390869,target,2
Structural Frequency M15,2026-01-09 14:00:00+00:00,2026-01-12 00:30:00+00:00,1,4482.178,4457.757192841831,3.0,3.0,2.981646069390869,target,4
V1 Legacy M15,2026-01-09 15:30:00+00:00,2026-01-12 00:45:00+00:00,1,4505.105,4477.9209063124845,3.0,3.0,2.983427422478061,target,3
M15-0591 MTF,2026-01-12 01:30:00+00:00,2026-01-12 11:45:00+00:00,1,4582.325,4560.545551210942,4.0,0.43710931769693656,0.41606964380811806,time_exit,0
V1 Legacy M15,2026-01-12 05:45:00+00:00,2026-01-12 22:00:00+00:00,1,4581.495,4562.253549023318,3.0,0.8861078107187564,0.8622972623066222,time_exit,3
Structural Portfolio MTF,2026-01-12 13:00:00+00:00,2026-01-12 23:15:00+00:00,1,4590.285,4577.452279810825,4.0,-1.0,-1.0357701635532583,stop,1
Outcome First M15,2026-01-12 13:00:00+00:00,2026-01-12 16:15:00+00:00,1,4590.285,4577.452279810825,3.0,3.0,2.9642298364467417,target,2
Structural Frequency M15,2026-01-12 13:00:00+00:00,2026-01-12 16:15:00+00:00,1,4590.285,4577.452279810825,3.0,3.0,2.9642298364467417,target,4
Outcome First M15,2026-01-12 17:00:00+00:00,2026-01-13 06:45:00+00:00,-1,4616.675,4631.072955200949,3.0,3.0,2.9679352037454887,target,2
Structural Portfolio MTF,2026-01-13 00:15:00+00:00,2026-01-13 01:45:00+00:00,1,4592.115,4576.383411445114,4.0,-1.0,-1.029190408737036,stop,1
Structural Portfolio MTF,2026-01-13 03:00:00+00:00,2026-01-13 06:45:00+00:00,1,4593.865,4574.350970562461,4.0,-1.0,-1.0235413450343724,stop,1
V1 Legacy M15,2026-01-13 05:30:00+00:00,2026-01-13 05:45:00+00:00,1,4601.125,4590.708125427659,2.0,-1.0,-1.0441699184150397,stop,3
V1 Legacy M15,2026-01-13 06:30:00+00:00,2026-01-13 13:15:00+00:00,-1,4584.725,4602.681773575089,2.0,-1.0,-1.0255320087477202,stop,3
Outcome First M15,2026-01-13 13:00:00+00:00,2026-01-13 20:45:00+00:00,1,4592.995,4576.9553120003175,3.0,-1.0,-1.0286351891638474,stop,2
M15-0591 MTF,2026-01-13 14:15:00+00:00,2026-01-13 16:30:00+00:00,1,4618.325,4598.923822214882,4.0,-1.0,-1.023804353793112,stop,0
M15-0591 MTF,2026-01-14 00:30:00+00:00,2026-01-14 10:45:00+00:00,1,4609.485,4595.722300672016,4.0,1.8993367054709893,1.8658441115390159,time_exit,0
V1 Legacy M15,2026-01-14 01:15:00+00:00,2026-01-14 17:30:00+00:00,1,4615.205,4592.670578939623,3.0,-0.1766186932131888,-0.19709938356522558,time_exit,3
Structural Portfolio MTF,2026-01-14 09:00:00+00:00,2026-01-14 14:45:00+00:00,1,4634.545,4620.506844928745,4.0,-1.0,-1.0330139179719542,stop,1
M15-0591 MTF,2026-01-14 15:30:00+00:00,2026-01-14 19:00:00+00:00,-1,4615.135,4635.929290602496,3.0,-1.0,-1.022194241141586,stop,0
V1 Legacy M15,2026-01-14 23:30:00+00:00,2026-01-15 15:45:00+00:00,-1,4608.825,4633.8355856509725,2.0,-0.09715886040860423,-0.115586357726408,time_exit,3
M15-0591 MTF,2026-01-15 02:00:00+00:00,2026-01-15 02:15:00+00:00,-1,4599.748,4610.966832961378,3.0,-1.0,-1.041000236083691,stop,0
M15-0591 MTF,2026-01-15 14:00:00+00:00,2026-01-15 14:30:00+00:00,-1,4588.195,4605.954816873127,3.0,-1.0,-1.0258346976929837,stop,0
Structural Portfolio MTF,2026-01-15 14:30:00+00:00,2026-01-16 07:45:00+00:00,1,4602.495,4581.303088414037,3.0,0.00802192852261041,-0.013696239663069586,time_exit,1
Outcome First M15,2026-01-15 14:30:00+00:00,2026-01-16 07:45:00+00:00,1,4602.495,4581.303088414037,2.0,0.00802192852261041,-0.013696239663069586,time_exit,2
Structural Frequency M15,2026-01-15 14:30:00+00:00,2026-01-16 07:45:00+00:00,1,4602.495,4581.303088414037,3.0,0.00802192852261041,-0.013696239663069586,time_exit,4
V1 Legacy M15,2026-01-15 16:15:00+00:00,2026-01-16 01:00:00+00:00,1,4621.845,4599.001141813756,2.0,-1.0,-1.0202323309938206,stop,3
V1 Legacy M15,2026-01-16 11:30:00+00:00,2026-01-16 13:00:00+00:00,1,4610.935,4597.643577179371,2.0,-1.0,-1.034691056497304,stop,3
V1 Legacy M15,2026-01-16 15:15:00+00:00,2026-01-16 15:30:00+00:00,1,4615.848,4594.861089929656,2.0,-1.0,-1.021993938052475,stop,3
M15-0591 MTF,2026-01-19 00:00:00+00:00,2026-01-19 10:15:00+00:00,1,4672.375,4651.682709466431,3.0,-0.11115250852818544,-0.13373277818185236,time_exit,0
V1 Legacy M15,2026-01-19 07:00:00+00:00,2026-01-19 08:00:00+00:00,1,4677.725,4662.677682873948,3.0,-1.0,-1.0310867708895497,stop,3
Structural Portfolio MTF,2026-01-19 12:45:00+00:00,2026-01-20 08:00:00+00:00,1,4671.465,4658.80448262264,4.0,4.0,3.963102100326852,target,1
Structural Frequency M15,2026-01-19 12:45:00+00:00,2026-01-20 06:00:00+00:00,1,4671.465,4658.80448262264,3.0,3.0,2.963102100326852,target,4
Outcome First M15,2026-01-19 16:00:00+00:00,2026-01-20 00:30:00+00:00,1,4674.085,4663.135058037149,3.0,-1.0,-1.0426859340063848,stop,2
V1 Legacy M15,2026-01-19 16:00:00+00:00,2026-01-20 00:30:00+00:00,1,4674.085,4663.135058037149,2.0,-1.0,-1.0426859340063848,stop,3
M15-0591 MTF,2026-01-20 01:00:00+00:00,2026-01-20 01:15:00+00:00,-1,4660.115,4668.4275384518605,3.0,-1.0,-1.056061274507029,stop,0
V1 Legacy M15,2026-01-20 03:45:00+00:00,2026-01-20 05:15:00+00:00,1,4676.715,4664.763097169656,2.0,2.0,1.9608705403115678,target,3
M15-0591 MTF,2026-01-20 07:00:00+00:00,2026-01-20 14:15:00+00:00,1,4712.245,4703.865451600229,4.0,4.0,3.9437649289056105,target,0
V1 Legacy M15,2026-01-20 08:15:00+00:00,2026-01-20 23:45:00+00:00,1,4724.235,4708.387623820498,3.0,3.0,2.970189166039291,target,3
M15-0591 MTF,2026-01-21 00:15:00+00:00,2026-01-21 04:30:00+00:00,1,4776.445,4757.521033022679,4.0,4.0,3.9747598111657862,target,0
V1 Legacy M15,2026-01-21 04:30:00+00:00,2026-01-21 15:30:00+00:00,1,4849.595,4825.614362607531,3.0,-1.0,-1.0202229612192164,stop,3
M15-0591 MTF,2026-01-21 05:00:00+00:00,2026-01-21 07:00:00+00:00,1,4865.695,4848.134175476963,4.0,-1.0,-1.0277076682454005,stop,0
Outcome First M15,2026-01-21 09:30:00+00:00,2026-01-21 14:15:00+00:00,1,4875.485,4850.019502763962,3.0,-1.0,-1.0191454537675408,stop,2
M15-0591 MTF,2026-01-21 14:00:00+00:00,2026-01-21 14:15:00+00:00,1,4879.195,4865.565290340815,4.0,-1.0,-1.0357982313784078,stop,0
Outcome First M15,2026-01-21 14:30:00+00:00,2026-01-21 19:45:00+00:00,-1,4860.085,4881.9389724615,3.0,3.0,2.9777610912223764,target,2
V1 Legacy M15,2026-01-21 17:45:00+00:00,2026-01-22 11:00:00+00:00,-1,4809.645,4854.295064085302,3.0,-0.42889076180079927,-0.4396626276391358,time_exit,3
Structural Portfolio MTF,2026-01-21 20:30:00+00:00,2026-01-22 13:45:00+00:00,1,4797.195,4753.31414126269,3.0,0.3728277082711357,0.36189539031282464,time_exit,1
M15-0591 MTF,2026-01-22 06:30:00+00:00,2026-01-22 16:45:00+00:00,1,4825.325,4799.29944600841,4.0,2.1275243561728963,2.108983636534193,time_exit,0
Structural Portfolio MTF,2026-01-22 15:00:00+00:00,2026-01-22 21:45:00+00:00,1,4834.498,4809.584054275333,4.0,4.0,3.9805952134060663,target,1
Structural Frequency M15,2026-01-22 15:00:00+00:00,2026-01-22 18:15:00+00:00,1,4834.498,4809.584054275333,3.0,3.0,2.9805952134060663,target,4
V1 Legacy M15,2026-01-22 17:30:00+00:00,2026-01-22 23:15:00+00:00,1,4889.805,4866.763324869429,3.0,3.0,2.978778430941801,target,3
M15-0591 MTF,2026-01-22 23:15:00+00:00,2026-01-23 08:30:00+00:00,1,4942.745,4922.7549122646,4.0,-1.0,-1.0247259795225758,stop,0
V1 Legacy M15,2026-01-23 05:45:00+00:00,2026-01-23 06:15:00+00:00,1,4961.025,4949.213802354647,3.0,-1.0,-1.0420027261329583,stop,3
Outcome First M15,2026-01-23 10:30:00+00:00,2026-01-25 23:15:00+00:00,1,4929.048,4898.426853247447,3.0,3.0,2.983903124073598,target,2
Structural Frequency M15,2026-01-23 10:30:00+00:00,2026-01-25 23:15:00+00:00,1,4929.048,4898.426853247447,2.0,2.0,1.9839031240735976,target,4
Structural Portfolio MTF,2026-01-23 10:45:00+00:00,2026-01-26 00:45:00+00:00,1,4927.955,4898.4670565869155,4.0,4.0,3.9832882377351098,target,1
V1 Legacy M15,2026-01-23 13:00:00+00:00,2026-01-25 23:15:00+00:00,1,4939.175,4917.244248439706,3.0,3.0,2.977478314017553,target,3
M15-0591 MTF,2026-01-23 16:00:00+00:00,2026-01-26 00:00:00+00:00,1,4960.345,4941.993593559768,4.0,4.0,3.972970218843144,target,0
V1 Legacy M15,2026-01-26 01:15:00+00:00,2026-01-26 17:30:00+00:00,1,5057.505,5023.385597157784,3.0,0.9000743694729174,0.885251410749436,time_exit,3
M15-0591 MTF,2026-01-26 02:15:00+00:00,2026-01-26 05:30:00+00:00,1,5074.625,5054.707265404388,4.0,-1.0,-1.0254779225802009,stop,0
Structural Portfolio MTF,2026-01-26 14:45:00+00:00,2026-01-26 19:15:00+00:00,1,5081.845,5053.148077288922,4.0,-1.0,-1.0177086757739293,stop,1
Structural Frequency M15,2026-01-26 14:45:00+00:00,2026-01-26 19:15:00+00:00,1,5081.845,5053.148077288922,3.0,-1.0,-1.0177086757739293,stop,4
M15-0591 MTF,2026-01-26 20:00:00+00:00,2026-01-27 01:15:00+00:00,-1,5028.265,5063.524607887628,3.0,-1.0,-1.0142606946056378,stop,0
Structural Portfolio MTF,2026-01-26 20:30:00+00:00,2026-01-26 21:45:00+00:00,1,5056.275,5005.973415063199,3.0,-1.0,-1.0100519198477598,stop,1
V1 Legacy M15,2026-01-26 21:45:00+00:00,2026-01-27 01:15:00+00:00,-1,5004.175,5064.248720448213,2.0,-1.0,-1.0083300567413898,stop,3
V1 Legacy M15,2026-01-27 06:00:00+00:00,2026-01-27 14:15:00+00:00,1,5082.855,5055.604888137156,2.0,-1.0,-1.0186526023290594,stop,3
Outcome First M15,2026-01-27 10:00:00+00:00,2026-01-27 12:00:00+00:00,1,5098.195,5071.948978458109,3.0,-1.0,-1.0194246392424198,stop,2
Structural Portfolio MTF,2026-01-27 13:00:00+00:00,2026-01-27 14:15:00+00:00,1,5084.835,5065.817704871546,4.0,-1.0,-1.0267379507214567,stop,1
Structural Frequency M15,2026-01-27 13:00:00+00:00,2026-01-27 14:15:00+00:00,1,5084.835,5065.817704871546,3.0,-1.0,-1.0267379507214567,stop,4
Structural Frequency M15,2026-01-27 16:00:00+00:00,2026-01-28 02:00:00+00:00,1,5090.575,5045.9684976196795,3.0,3.0,2.9885878185278973,target,4
Outcome First M15,2026-01-27 17:00:00+00:00,2026-01-27 20:15:00+00:00,-1,5087.265,5104.49573675511,3.0,-1.0,-1.0295243614495562,stop,2
V1 Legacy M15,2026-01-27 20:00:00+00:00,2026-01-27 20:15:00+00:00,1,5098.715,5079.769653846024,2.0,2.0,1.9730872428586905,target,3
V1 Legacy M15,2026-01-28 01:15:00+00:00,2026-01-28 08:15:00+00:00,1,5190.665,5155.592241876912,3.0,3.0,2.9852002942517855,target,3
M15-0591 MTF,2026-01-28 02:15:00+00:00,2026-01-28 12:30:00+00:00,1,5209.785,5183.960197207335,4.0,1.9868496349011602,1.9666760636184406,time_exit,0
Outcome First M15,2026-01-28 12:45:00+00:00,2026-01-28 15:15:00+00:00,1,5269.395,5244.809985321155,3.0,-1.0,-1.0214333612114301,stop,2
Structural Frequency M15,2026-01-28 12:45:00+00:00,2026-01-28 15:15:00+00:00,1,5269.395,5244.809985321155,2.0,-1.0,-1.0214333612114301,stop,4
Structural Portfolio MTF,2026-01-28 16:30:00+00:00,2026-01-28 23:45:00+00:00,1,5287.265,5233.357980896434,4.0,4.0,3.9901918802265026,target,1
Structural Frequency M15,2026-01-28 16:30:00+00:00,2026-01-28 23:15:00+00:00,1,5287.265,5233.357980896434,3.0,3.0,2.9901918802265026,target,4
V1 Legacy M15,2026-01-28 17:00:00+00:00,2026-01-28 20:45:00+00:00,1,5299.585,5264.058891691313,2.0,2.0,1.9850825625088124,target,3
M15-0591 MTF,2026-01-28 21:15:00+00:00,2026-01-28 23:45:00+00:00,1,5386.555,5350.063197837655,4.0,4.0,3.9852389997730553,target,0
V1 Legacy M15,2026-01-28 23:00:00+00:00,2026-01-29 15:15:00+00:00,1,5417.098,5350.615306813035,3.0,-0.5066431335035658,-0.514791266108191,time_exit,3
Structural Portfolio MTF,2026-01-29 11:45:00+00:00,2026-01-29 15:15:00+00:00,1,5514.305,5468.287330678566,4.0,-1.0,-1.0119830167005688,stop,1
Outcome First M15,2026-01-29 11:45:00+00:00,2026-01-29 15:15:00+00:00,1,5514.305,5468.287330678566,3.0,-1.0,-1.0119830167005688,stop,2
Structural Frequency M15,2026-01-29 11:45:00+00:00,2026-01-29 15:15:00+00:00,1,5514.305,5468.287330678566,3.0,-1.0,-1.0119830167005688,stop,4
M15-0591 MTF,2026-01-30 03:15:00+00:00,2026-01-30 13:30:00+00:00,-1,5179.845,5318.068286765141,3.0,1.120918215924482,1.1171707684999381,time_exit,0
V1 Legacy M15,2026-01-30 08:45:00+00:00,2026-01-30 17:15:00+00:00,-1,5095.755,5189.712180657264,2.0,2.0,1.9945765135092886,target,3
Outcome First M15,2026-01-30 10:30:00+00:00,2026-01-30 17:15:00+00:00,1,5058.978,4935.400580922801,2.0,-1.0,-1.0040937721776173,stop,2
Structural Portfolio MTF,2026-01-30 13:15:00+00:00,2026-01-30 17:45:00+00:00,-1,5074.525,5150.049004735689,3.0,3.0,2.993280911125199,target,1
M15-0591 MTF,2026-01-30 18:00:00+00:00,2026-01-30 20:00:00+00:00,-1,4848.798,4931.706554040554,3.0,-1.0,-1.00584836879151,stop,0
V1 Legacy M15,2026-02-01 23:15:00+00:00,2026-02-02 06:30:00+00:00,-1,4746.198,4901.941579905819,2.0,2.0,1.9969525562447774,target,3
Structural Portfolio MTF,2026-02-02 10:45:00+00:00,2026-02-02 11:15:00+00:00,-1,4672.418,4738.32452955156,3.0,-1.0,-1.0070894614415171,stop,1
Outcome First M15,2026-02-02 10:45:00+00:00,2026-02-02 11:15:00+00:00,-1,4672.418,4738.32452955156,2.0,-1.0,-1.0070894614415171,stop,2
Structural Frequency M15,2026-02-02 10:45:00+00:00,2026-02-02 11:15:00+00:00,-1,4672.418,4738.32452955156,2.0,-1.0,-1.0070894614415171,stop,4
Structural Frequency M15,2026-02-02 13:45:00+00:00,2026-02-03 00:30:00+00:00,-1,4684.959,4816.921213353567,2.0,-1.0,-1.003550227660586,stop,4
Structural Portfolio MTF,2026-02-02 14:00:00+00:00,2026-02-03 00:30:00+00:00,-1,4705.769,4816.836840971169,4.0,-1.0,-1.004236842058739,stop,1
V1 Legacy M15,2026-02-03 01:30:00+00:00,2026-02-03 02:30:00+00:00,1,4852.935,4761.28335907044,2.0,-1.0,-1.005294978846838,stop,3
V1 Legacy M15,2026-02-03 05:30:00+00:00,2026-02-03 07:45:00+00:00,1,4839.145,4797.111590884896,2.0,2.0,1.9884873839598676,target,3
V1 Legacy M15,2026-02-03 08:30:00+00:00,2026-02-04 01:45:00+00:00,1,4936.205,4868.786758718909,2.0,1.415195623424849,1.407873858712211,time_exit,3
Structural Portfolio MTF,2026-02-03 09:15:00+00:00,2026-02-03 16:30:00+00:00,-1,4915.975,4951.999579116093,3.0,-1.0,-1.0136461691451213,stop,1
Outcome First M15,2026-02-03 09:15:00+00:00,2026-02-03 16:30:00+00:00,-1,4915.975,4951.999579116093,2.0,-1.0,-1.0136461691451213,stop,2
Structural Frequency M15,2026-02-03 09:15:00+00:00,2026-02-03 16:30:00+00:00,-1,4915.975,4951.999579116093,2.0,-1.0,-1.0136461691451213,stop,4
M15-0591 MTF,2026-02-03 16:45:00+00:00,2026-02-03 17:15:00+00:00,1,4980.665,4937.97091623775,3.0,-1.0,-1.0116659372004229,stop,0
Structural Portfolio MTF,2026-02-03 19:45:00+00:00,2026-02-04 03:45:00+00:00,1,4940.075,4877.295943404679,2.0,2.0,1.9921310142778281,target,1
M15-0591 MTF,2026-02-04 00:45:00+00:00,2026-02-04 11:00:00+00:00,1,4986.335,4942.252262815646,3.0,1.4053120100261585,1.3940007001609223,time_exit,0
V1 Legacy M15,2026-02-04 02:15:00+00:00,2026-02-04 14:45:00+00:00,1,5059.485,4981.728394431187,2.0,-1.0,-1.00650682339203,stop,3
M15-0591 MTF,2026-02-04 23:30:00+00:00,2026-02-05 01:30:00+00:00,1,5019.125,4955.129976416347,3.0,-1.0,-1.007842992656201,stop,0
Structural Portfolio MTF,2026-02-05 09:15:00+00:00,2026-02-06 02:30:00+00:00,-1,4862.245,4946.273119218704,4.0,0.5032839053547036,0.49749745547910323,time_exit,1
Outcome First M15,2026-02-05 09:15:00+00:00,2026-02-06 02:30:00+00:00,-1,4862.245,4946.273119218704,3.0,0.5032839053547036,0.49749745547910323,time_exit,2
V1 Legacy M15,2026-02-05 09:15:00+00:00,2026-02-06 00:15:00+00:00,-1,4862.245,4946.273119218704,2.0,2.0,1.9942135501243996,target,3
Structural Frequency M15,2026-02-05 09:15:00+00:00,2026-02-06 02:30:00+00:00,-1,4862.245,4946.273119218704,3.0,0.5032839053547036,0.49749745547910323,time_exit,4
M15-0591 MTF,2026-02-05 13:15:00+00:00,2026-02-05 17:00:00+00:00,-1,4824.715,4881.242195269216,4.0,-1.0,-1.0085352103125265,stop,0
M15-0591 MTF,2026-02-05 23:15:00+00:00,2026-02-06 02:30:00+00:00,-1,4768.375,4807.608092991599,4.0,-1.0,-1.0121539614555015,stop,0
V1 Legacy M15,2026-02-06 12:15:00+00:00,2026-02-06 15:15:00+00:00,1,4895.655,4861.354985696249,2.0,2.0,1.9857269593048985,target,3
M15-0591 MTF,2026-02-09 00:30:00+00:00,2026-02-09 00:45:00+00:00,1,5034.795,5017.356624133614,3.0,-1.0,-1.0288719261390904,stop,0
M15-0591 MTF,2026-02-09 10:45:00+00:00,2026-02-09 12:00:00+00:00,-1,4986.615,5017.054161603965,3.0,-1.0,-1.0163822350460217,stop,0
Structural Frequency M15,2026-02-09 11:45:00+00:00,2026-02-09 16:15:00+00:00,1,5008.385,4980.554310417192,2.0,2.0,1.98200409305311,target,4
V1 Legacy M15,2026-02-09 13:15:00+00:00,2026-02-09 13:30:00+00:00,1,5021.895,5005.569982859593,2.0,-1.0,-1.0307619585131707,stop,3
V1 Legacy M15,2026-02-09 14:45:00+00:00,2026-02-09 23:15:00+00:00,1,5036.275,4993.290375005117,2.0,-1.0,-1.0117164567577352,stop,3
M15-0591 MTF,2026-02-09 15:00:00+00:00,2026-02-09 23:15:00+00:00,1,5037.605,5011.68745000614,3.0,-1.0,-1.0194370417002903,stop,0
Outcome First M15,2026-02-10 08:45:00+00:00,2026-02-10 15:45:00+00:00,1,5048.485,5017.93539750195,3.0,-1.0,-1.0165255341712625,stop,2
Structural Frequency M15,2026-02-10 13:45:00+00:00,2026-02-10 15:45:00+00:00,1,5052.705,5018.041197075269,2.0,-1.0,-1.0145763146962596,stop,4
Structural Portfolio MTF,2026-02-10 14:00:00+00:00,2026-02-10 15:45:00+00:00,1,5050.795,5018.083825855607,4.0,-1.0,-1.015440579961162,stop,1
V1 Legacy M15,2026-02-11 05:45:00+00:00,2026-02-11 11:30:00+00:00,1,5062.085,5042.291327841401,2.0,2.0,1.9744257409163928,target,3
Outcome First M15,2026-02-11 09:45:00+00:00,2026-02-11 13:45:00+00:00,1,5064.355,5044.452009286778,3.0,-1.0,-1.0254451960158717,stop,2
M15-0591 MTF,2026-02-11 11:45:00+00:00,2026-02-11 12:30:00+00:00,1,5108.315,5088.095362559558,4.0,-1.0,-1.0252641275841223,stop,0
V1 Legacy M15,2026-02-11 17:15:00+00:00,2026-02-12 10:30:00+00:00,1,5084.548,5040.782481638103,3.0,-0.5376378683654586,-0.5492555715032481,time_exit,3
Outcome First M15,2026-02-12 10:30:00+00:00,2026-02-12 14:00:00+00:00,-1,5061.018,5081.515275319403,3.0,-1.0,-1.0246911744177485,stop,2
V1 Legacy M15,2026-02-12 13:00:00+00:00,2026-02-12 13:30:00+00:00,-1,5052.475,5069.314317550767,2.0,-1.0,-1.0300040365933363,stop,3
Structural Portfolio MTF,2026-02-12 13:30:00+00:00,2026-02-12 15:00:00+00:00,1,5062.125,5047.55977721388,3.0,-1.0,-1.0347548751868316,stop,1
Structural Frequency M15,2026-02-12 13:30:00+00:00,2026-02-12 15:00:00+00:00,1,5062.125,5047.55977721388,3.0,-1.0,-1.0347548751868316,stop,4
Outcome First M15,2026-02-12 14:30:00+00:00,2026-02-12 16:15:00+00:00,-1,5059.695,5084.521370262245,3.0,3.0,2.9796196747790615,target,2
Structural Portfolio MTF,2026-02-13 05:00:00+00:00,2026-02-13 13:45:00+00:00,-1,4976.375,4998.413391220377,3.0,-1.0,-1.022580482169673,stop,1
V1 Legacy M15,2026-02-13 05:45:00+00:00,2026-02-13 13:45:00+00:00,-1,4963.805,4998.458552445761,2.0,-1.0,-1.0143240869973413,stop,3
Structural Portfolio MTF,2026-02-13 16:15:00+00:00,2026-02-13 16:30:00+00:00,-1,4997.275,5022.038199128185,3.0,-1.0,-1.020180248012916,stop,1
Outcome First M15,2026-02-13 16:15:00+00:00,2026-02-13 16:30:00+00:00,-1,4997.275,5022.038199128185,2.0,-1.0,-1.020180248012916,stop,2
Structural Frequency M15,2026-02-13 16:15:00+00:00,2026-02-13 16:30:00+00:00,-1,4997.275,5022.038199128185,3.0,-1.0,-1.020180248012916,stop,4
V1 Legacy M15,2026-02-13 16:30:00+00:00,2026-02-16 04:00:00+00:00,1,5027.235,4971.668793666686,2.0,-1.0,-1.009047288508134,stop,3
Structural Frequency M15,2026-02-16 11:30:00+00:00,2026-02-16 15:15:00+00:00,-1,5004.845,5017.821491810377,2.0,2.0,1.9614314479357362,target,4
V1 Legacy M15,2026-02-16 15:15:00+00:00,2026-02-16 23:30:00+00:00,-1,4976.265,5000.280701206649,2.0,-1.0,-1.0207208815482032,stop,3
