strategy_base,variant,strategy,family,signal_time,entry_time,exit_time,direction,entry,stop,target_r,gross_r,net_r,reason,balance_before_rm,balance_after_rm
M15-0591,M15,M15-0591,M15-0591,,2026-05-22 15:00:00+00:00,2026-05-22 15:30:00+00:00,-1,4500.445,4514.512333015151,3.0,-1.0,-1.0319921693412162,stop,51.93835190017791,49.25835327770431
M15-0591,M15,M15-0591,M15-0591,,2026-05-24 22:45:00+00:00,2026-05-25 09:00:00+00:00,1,4558.105,4531.724603595716,3.0,-0.08176526110308917,-0.09904364058665091,time_exit,49.25835327770431,49.014416945807945
M15-0591,M15,M15-0591,M15-0591,,2026-05-26 18:15:00+00:00,2026-05-26 19:30:00+00:00,-1,4487.165,4502.021466920874,3.0,-1.0,-1.030203446242627,stop,49.014416945807945,46.489675883150724
M15-0591,M15,M15-0591,M15-0591,,2026-05-27 06:15:00+00:00,2026-05-27 11:00:00+00:00,-1,4493.745,4509.598301234791,3.0,3.0,2.9716542003873725,target,46.489675883150724,53.39723791379134
M15-0591,M15,M15-0591,M15-0591,,2026-05-27 12:00:00+00:00,2026-05-27 12:30:00+00:00,-1,4428.455,4453.380360407906,3.0,-1.0,-1.0177668644606455,stop,53.39723791379134,50.67994094367242
M15-0591,M15,M15-0591,M15-0591,,2026-05-27 13:30:00+00:00,2026-05-27 14:15:00+00:00,-1,4404.605,4440.617210171458,3.0,-1.0,-1.0122308655287446,stop,50.67994094367242,48.11495091935446
M15-0591,M15,M15-0591,M15-0591,,2026-05-28 01:45:00+00:00,2026-05-28 12:00:00+00:00,-1,4417.318,4441.243257933319,3.0,1.2360577295518462,1.2175947394670106,time_exit,48.11495091935446,51.04417647581043
M15-0591,M15,M15-0591,M15-0591,,2026-05-28 13:30:00+00:00,2026-05-28 17:15:00+00:00,1,4428.445,4399.991326407465,3.0,3.0,2.9844362978804893,target,51.04417647581043,58.661081129301735
M15-0591,M15,M15-0591,M15-0591,,2026-05-29 01:45:00+00:00,2026-05-29 12:00:00+00:00,1,4506.165,4491.095522525779,3.0,2.1274792078786837,2.0975766116691688,time_exit,58.661081129301735,64.81338671890428
M15-0591,M15,M15-0591,M15-0591,,2026-06-01 07:30:00+00:00,2026-06-01 13:30:00+00:00,-1,4503.635,4515.636659275015,3.0,3.0,2.962474897038813,target,64.81338671890428,74.41378827624541
M15-0591,M15,M15-0591,M15-0591,,2026-06-01 14:30:00+00:00,2026-06-01 15:45:00+00:00,-1,4455.965,4470.8005618788,3.0,-1.0,-1.0300357009488637,stop,74.41378827624541,70.58134534787628
M15-0591,M15,M15-0591,M15-0591,,2026-06-02 13:15:00+00:00,2026-06-02 23:15:00+00:00,-1,4513.885,4526.737265313264,3.0,3.0,2.9648786817733876,target,70.58134534787628,81.04460165551646
M15-0591,M15,M15-0591,M15-0591,,2026-06-03 09:30:00+00:00,2026-06-03 10:15:00+00:00,-1,4439.715,4459.881672203885,3.0,-1.0,-1.0220151096577295,stop,81.04460165551646,76.90316128310997
M15-0591,M15,M15-0591,M15-0591,,2026-06-04 11:45:00+00:00,2026-06-04 14:45:00+00:00,1,4491.305,4472.238936356058,3.0,-1.0,-1.0235565404788047,stop,76.90316128310997,72.96742459736879
M15-0591,M15,M15-0591,M15-0591,,2026-06-04 23:30:00+00:00,2026-06-05 01:45:00+00:00,-1,4469.095,4476.5894182093525,3.0,3.0,2.9403676859876455,target,72.96742459736879,83.69497746816094
M15-0591,M15,M15-0591,M15-0591,,2026-06-05 02:45:00+00:00,2026-06-05 07:15:00+00:00,-1,4442.675,4460.506087906169,3.0,-1.0,-1.0249153333962475,stop,83.69497746816094,79.40596418139236
M15-0591,M15,M15-0591,M15-0591,,2026-06-05 14:30:00+00:00,2026-06-08 01:45:00+00:00,-1,4360.945,4392.669353394533,3.0,1.1045142375080967,1.0907678738052151,time_exit,79.40596418139236,83.73663791727189
M15-0591,M15,M15-0591,M15-0591,,2026-06-08 11:30:00+00:00,2026-06-08 22:45:00+00:00,1,4325.115,4295.54402267853,3.0,0.07067740701565328,0.05605119107094103,time_exit,83.73663791727189,83.97131483184884
M15-0591,M15,M15-0591,M15-0591,,2026-06-08 23:45:00+00:00,2026-06-09 01:30:00+00:00,-1,4319.475,4328.877440573877,3.0,-1.0,-1.0459399340635147,stop,83.97131483184884,79.5798672569263
M15-0591,M15,M15-0591,M15-0591,,2026-06-09 01:45:00+00:00,2026-06-09 08:15:00+00:00,1,4335.495,4321.237070137656,3.0,-1.0,-1.0304076050440552,stop,79.5798672569263,75.47988223542964
M15-0591,M15,M15-0591,M15-0591,,2026-06-09 15:15:00+00:00,2026-06-10 00:00:00+00:00,-1,4294.695,4322.183648637094,3.0,3.0,2.984376478244898,target,75.47988223542964,86.74290149163521
M15-0591,M15,M15-0591,M15-0591,,2026-06-10 01:15:00+00:00,2026-06-10 11:30:00+00:00,-1,4203.045,4222.081414012819,3.0,1.924206942301976,1.902127967778887,time_exit,86.74290149163521,94.99270643831163
M15-0591,M15,M15-0591,M15-0591,,2026-06-10 15:15:00+00:00,2026-06-10 23:15:00+00:00,-1,4123.115,4153.6846818612485,3.0,3.0,2.986512404614761,target,94.99270643831163,109.17755124460894
M15-0591,M15,M15-0591,M15-0591,,2026-06-15 09:15:00+00:00,2026-06-15 12:30:00+00:00,1,4339.965,4326.626560690018,3.0,-1.0,-1.0325372774066006,stop,109.17755124460894,103.54105666880753
M15-0591,M15,M15-0591,M15-0591,,2026-06-16 08:15:00+00:00,2026-06-16 14:30:00+00:00,1,4337.655,4325.572952335903,3.0,-1.0,-1.035901654426426,stop,103.54105666880753,98.17813907359363
M15-0591,M15,M15-0591,M15-0591,,2026-06-16 15:00:00+00:00,2026-06-16 16:00:00+00:00,-1,4323.895,4336.1376609236295,3.0,-1.0,-1.035318261503548,stop,98.17813907359363,93.0958580604273
M15-0591,M15,M15-0591,M15-0591,,2026-06-17 04:45:00+00:00,2026-06-17 09:45:00+00:00,-1,4322.995,4334.662396339179,3.0,-1.0,-1.0370519255052923,stop,93.0958580604273,88.26859611752063
M15-0591,M15,M15-0591,M15-0591,,2026-06-17 14:15:00+00:00,2026-06-17 15:00:00+00:00,1,4342.165,4331.7254638248405,3.0,-1.0,-1.0415934666746216,stop,88.26859611752063,83.6715964660931
M15-0591,M15,M15-0591,M15-0591,,2026-06-18 01:45:00+00:00,2026-06-18 06:00:00+00:00,1,4322.305,4304.777320908084,3.0,-1.0,-1.0246598821060884,stop,83.6715964660931,79.38485005756435
M15-0591,M15,M15-0591,M15-0591,,2026-06-18 09:30:00+00:00,2026-06-18 16:45:00+00:00,-1,4266.115,4282.79419064217,3.0,3.0,2.9744225298965414,target,79.38485005756435,91.19105438474827
M15-0591,M15,M15-0591,M15-0591,,2026-06-18 23:45:00+00:00,2026-06-19 04:00:00+00:00,-1,4194.555,4208.792117671254,3.0,3.0,2.9705378918903707,target,91.19105438474827,104.73537850731479
M15-0591,M15,M15-0591,M15-0591,,2026-06-19 04:45:00+00:00,2026-06-19 07:15:00+00:00,-1,4135.085,4156.09826189269,3.0,-1.0,-1.019678453640929,stop,104.73537850731479,99.39555806742298
M15-0591,M15,M15-0591,M15-0591,,2026-06-23 05:30:00+00:00,2026-06-23 14:15:00+00:00,-1,4124.995,4141.213300991524,3.0,-1.0,-1.0254341993169058,stop,99.39555806742298,94.29937784229674
M15-0591,M15,M15-0591,M15-0591,,2026-06-23 22:45:00+00:00,2026-06-24 02:45:00+00:00,-1,4103.795,4115.66210033441,3.0,3.0,2.9654187216391805,target,94.29937784229674,108.28123486692041
M15-0591,M15,M15-0591,M15-0591,,2026-06-24 03:15:00+00:00,2026-06-24 05:45:00+00:00,-1,4057.555,4078.211409701212,3.0,-1.0,-1.0196430795994618,stop,108.28123486692041,102.76082427779345
M15-0591,M15,M15-0591,M15-0591,,2026-06-24 12:15:00+00:00,2026-06-24 13:15:00+00:00,-1,4037.985,4059.5902138200986,3.0,3.0,2.9813101363697516,target,102.76082427779345,118.07891862984827
M15-0591,M15,M15-0591,M15-0591,,2026-06-26 00:30:00+00:00,2026-06-26 01:15:00+00:00,-1,4015.215,4025.1584678085474,3.0,-1.0,-1.040380429416673,stop,118.07891862984827,111.93656882638939
M15-0591,M15,M15-0591,M15-0591,,2026-06-26 02:45:00+00:00,2026-06-26 05:30:00+00:00,-1,3992.005,4017.609569754594,3.0,-1.0,-1.0155909864460182,stop,111.93656882638939,106.25248030870063
M15-0591,M15,M15-0591,M15-0591,,2026-06-26 08:30:00+00:00,2026-06-26 14:00:00+00:00,1,4035.435,4024.553738395384,3.0,3.0,2.9629139051459985,target,106.25248030870063,121.99332787684565
M15-0591,M15,M15-0591,M15-0591,,2026-06-26 14:15:00+00:00,2026-06-28 22:30:00+00:00,1,4082.115,4056.7455536078787,3.0,-1.0,-1.0160906743367792,stop,121.99332787684565,115.79551373749705
M15-0591,M15,M15-0591,M15-0591,,2026-06-28 23:30:00+00:00,2026-06-29 01:00:00+00:00,-1,4056.675,4071.4472130110803,3.0,-1.0,-1.0274615252092374,stop,115.79551373749705,109.84674197964125
M15-0591,M15,M15-0591,M15-0591,,2026-06-29 14:45:00+00:00,2026-06-30 01:15:00+00:00,-1,4020.715,4036.5372614993694,3.0,3.0,2.974588240750791,target,109.84674197964125,126.1841833285126
M15-0591,M15,M15-0591,M15-0591,,2026-06-30 20:30:00+00:00,2026-07-01 01:15:00+00:00,-1,4012.635,4023.1511374205666,3.0,3.0,2.9618430718473445,target,126.1841833285126,144.8710707869261
M15-0591,M15,M15-0591,M15-0591,,2026-07-01 07:15:00+00:00,2026-07-01 08:00:00+00:00,-1,3961.265,3978.1140676929417,3.0,-1.0,-1.0235102919175723,stop,144.8710707869261,137.45721918934922
M15-0591,M15,M15-0591,M15-0591,,2026-07-01 11:45:00+00:00,2026-07-01 13:15:00+00:00,1,4029.055,4013.7770877398398,3.0,-1.0,-1.0263717642266248,stop,137.45721918934922,130.4031087610963
M15-0591,M15,M15-0591,M15-0591,,2026-07-03 00:30:00+00:00,2026-07-03 01:30:00+00:00,1,4136.865,4121.672056208339,3.0,3.0,2.9727711425992984,target,130.4031087610963,149.78603869260752
M15-0591,M15,M15-0591,M15-0591,,2026-07-03 13:45:00+00:00,2026-07-05 22:15:00+00:00,-1,4166.735,4179.775701868512,3.0,-1.0,-1.0319517694830578,stop,149.78603869260752,142.05744030897282
M15-0591,M15,M15-0591,M15-0591,,2026-07-07 11:45:00+00:00,2026-07-07 19:00:00+00:00,1,4147.995,4131.982848080883,3.0,-1.0,-1.025905293810307,stop,142.05744030897282,134.77056630706696
M15-0591,M15,M15-0591,M15-0591,,2026-07-07 20:15:00+00:00,2026-07-08 03:15:00+00:00,-1,4112.775,4128.586719033077,3.0,-1.0,-1.0260109289280703,stop,134.77056630706696,127.85676261062316
M15-0591,M15,M15-0591,M15-0591,,2026-07-08 03:30:00+00:00,2026-07-08 08:30:00+00:00,1,4129.485,4112.9619039675445,3.0,-1.0,-1.024992198749488,stop,127.85676261062316,121.30415339896047
M15-0591,M15,M15-0591,M15-0591,,2026-07-08 15:15:00+00:00,2026-07-08 17:00:00+00:00,-1,4033.655,4062.78781704086,3.0,-1.0,-1.0138457430819088,stop,121.30415339896047,115.15496842187592
M15-0591,M15,M15-0591,M15-0591,,2026-07-09 06:45:00+00:00,2026-07-09 17:00:00+00:00,1,4102.615,4090.108792101634,3.0,2.011001272678937,1.9781966445027481,time_exit,115.15496842187592,126.54492702837466
M15-0591,M15,M15-0591,M15-0591,,2026-07-10 08:15:00+00:00,2026-07-10 12:15:00+00:00,-1,4107.185,4115.101607647201,3.0,-1.0,-1.0518806183536527,stop,126.54492702837466,119.88941922376843
M15-0591,M15,M15-0591,M15-0591,,2026-07-13 08:45:00+00:00,2026-07-13 10:45:00+00:00,1,4075.355,4061.664443469395,3.0,-1.0,-1.0297676357486971,stop,119.88941922376843,113.7165070345012
M15-0591,M15,M15-0591,M15-0591,,2026-07-13 14:15:00+00:00,2026-07-14 01:30:00+00:00,-1,4035.875,4059.1657350290984,3.0,1.6435720020074447,1.6262437597044097,time_exit,113.7165070345012,122.96304503151322
M15-0591,M15,M15-0591,M15-0591,,2026-07-14 02:15:00+00:00,2026-07-14 12:30:00+00:00,1,4016.465,3997.4363933585296,3.0,0.6926413608905873,0.6715338511518206,time_exit,122.96304503151322,127.09173739048157
M15-0591,M15,M15-0591,M15-0591,,2026-07-14 19:30:00+00:00,2026-07-15 01:15:00+00:00,-1,4051.415,4060.5501968680665,3.0,-1.0,-1.0443495094688364,stop,127.09173739048157,120.455327710417
M15-0591,M15,M15-0591,M15-0591,,2026-07-15 02:00:00+00:00,2026-07-15 12:15:00+00:00,-1,4036.485,4055.3271175912564,3.0,-0.06156420552953955,-0.08298687726720633,time_exit,120.455327710417,119.95551713557272
M15-0591,M15,M15-0591,M15-0591,,2026-07-16 02:00:00+00:00,2026-07-16 12:15:00+00:00,-1,4038.665,4046.572552244166,3.0,0.8978758256371797,0.8468023091393343,time_exit,119.95551713557272,125.03444758079301
M15-0591,M15,M15-0591,M15-0591,,2026-07-16 13:45:00+00:00,2026-07-16 15:30:00+00:00,-1,3986.135,4009.976767320735,3.0,-1.0,-1.016719125500958,stop,125.03444758079301,118.67820187070106
M15-0591,M15,M15-0591,M15-0591,,2026-07-17 01:15:00+00:00,2026-07-17 02:00:00+00:00,1,3991.865,3980.710932753508,3.0,-1.0,-1.0357884250810445,stop,118.67820187070106,112.53192648034587
M15-0591,M15,M15-0591,M15-0591,,2026-07-21 01:15:00+00:00,2026-07-21 06:45:00+00:00,1,4028.705,4012.895586906287,3.0,3.0,2.974517048949767,target,112.53192648034587,129.2683331736934
M15-0591,M15,M15-0591,M15-0591,,2026-07-21 13:00:00+00:00,2026-07-21 14:15:00+00:00,-1,4053.715,4064.364674918685,3.0,-1.0,-1.0380642135178018,stop,129.2683331736934,122.55889164325805
M15-0591,M15,M15-0591,M15-0591,,2026-07-21 19:30:00+00:00,2026-07-22 02:30:00+00:00,1,4083.855,4070.1496206733004,3.0,3.0,2.9702025394361455,target,122.55889164325805,140.76012820272226
M15-0591,M15,M15-0591,M15-0591,,2026-07-22 14:45:00+00:00,2026-07-22 17:45:00+00:00,1,4150.685,4141.402314388723,3.0,-1.0,-1.044714268842172,stop,140.76012820272226,133.40742248185038
M15-0591,M15,M15-0591,M15-0591,,2026-07-24 03:30:00+00:00,2026-07-24 07:15:00+00:00,-1,4030.135,4042.57526730704,3.0,-1.0,-1.0323958874880395,stop,133.40742248185038,126.52095876531828
M15-0591,M15,M15-0591,M15-0591,,2026-07-24 14:30:00+00:00,2026-07-27 01:45:00+00:00,1,4065.955,4047.0684391485815,3.0,1.9357679933165146,1.9142396958568177,time_exit,126.52095876531828,138.63053084664008
M15-0591,M15,M15-0591,M15-0591,,2026-07-27 14:30:00+00:00,2026-07-27 16:45:00+00:00,-1,4068.115,4090.4005883773752,3.0,-1.0,-1.018254465312345,stop,138.63053084664008,131.5724729934795
M15-0591,M15,M15-0591,M15-0591,,2026-07-29 02:45:00+00:00,2026-07-29 03:45:00+00:00,1,4034.535,4025.087357847559,3.0,-1.0,-1.0427041470760787,stop,131.5724729934795,124.71291483191168
M15-0591,M15,M15-0591,M15-0591,,2026-07-29 06:30:00+00:00,2026-07-29 10:45:00+00:00,1,4040.885,4028.7643609649595,3.0,-1.0,-1.0333388774990973,stop,124.71291483191168,118.26937966080926
M15-0591,M15,M15-0591,M15-0591,,2026-07-29 13:15:00+00:00,2026-07-29 17:00:00+00:00,-1,4015.495,4028.0696016418956,3.0,-1.0,-1.0319333774091204,stop,118.26937966080926,112.16707364093625
M15-0591,M15,M15-0591,M15-0591,,2026-07-30 06:15:00+00:00,2026-07-30 08:15:00+00:00,-1,4032.215,4052.4878736117107,3.0,-1.0,-1.0198897062016448,stop,112.16707364093625,106.44717145187862
M15-0591,M15,M15-0591,M15-0591,,2026-07-30 09:15:00+00:00,2026-07-30 14:00:00+00:00,1,4065.705,4050.70255420281,3.0,3.0,2.9728997187861093,target,106.44717145187862,122.27000975562196
M15-0591,M15,M15-0591,M15-0591,,2026-07-30 14:45:00+00:00,2026-07-30 15:15:00+00:00,1,4110.475,4083.950830591243,3.0,-1.0,-1.0154970922431332,stop,122.27000975562196,116.06176778685327
M15-0591,M15,M15-0591,M15-0591,,2026-07-31 00:45:00+00:00,2026-07-31 08:45:00+00:00,-1,4092.685,4104.3736795298455,3.0,3.0,2.964985908035635,target,116.06176778685327,133.2678430843395
M15-0591,M15,M15-0591,M15-0591,,2026-07-31 12:45:00+00:00,2026-08-02 22:15:00+00:00,-1,4044.375,4060.0042361560736,3.0,-1.0,-1.0258769843875468,stop,133.2678430843395,126.43202243537975
M15-0591,M15,M15-0591,M15-0591,,2026-08-03 13:15:00+00:00,2026-08-03 19:45:00+00:00,-1,4038.635,4054.268375264913,3.0,-1.0,-1.0258334168505772,stop,126.43202243537975,119.94711275666903
M15-0591,M15,M15-0591,M15-0591,,2026-08-03 20:15:00+00:00,2026-08-04 01:15:00+00:00,1,4052.255,4045.3494479317487,3.0,-1.0,-1.0586811157160112,stop,119.94711275666903,113.5978255986618
M15-0591,M15,M15-0591,M15-0591,,2026-08-05 02:30:00+00:00,2026-08-05 04:15:00+00:00,1,4103.875,4091.68918588966,3.0,3.0,2.9663225209014326,target,113.5978255986618,130.446215018599
M15-0591,M15,M15-0591,M15-0591,,2026-08-05 05:15:00+00:00,2026-08-05 06:00:00+00:00,1,4136.905,4126.943145486981,3.0,3.0,2.9584725414871937,target,130.446215018599,149.74229228227196
M15-0591,M15,M15-0591,M15-0591,,2026-08-05 06:45:00+00:00,2026-08-05 09:00:00+00:00,1,4175.465,4158.903629444838,3.0,-1.0,-1.025212074001318,stop,149.74229228227196,142.066411980451
M15-0591,M15,M15-0591,M15-0591,,2026-08-05 12:00:00+00:00,2026-08-05 14:30:00+00:00,1,4188.495,4172.814248032633,3.0,3.0,2.9732889404237963,target,142.066411980451,163.18663655780927
M15-0591,M15,M15-0591,M15-0591,,2026-08-06 00:30:00+00:00,2026-08-06 04:30:00+00:00,1,4273.685,4259.7279705085975,3.0,-1.0,-1.0306203050056781,stop,163.18663655780927,154.77746350070626
M15-0591,M15,M15-0591,M15-0591,,2026-08-07 02:00:00+00:00,2026-08-07 08:45:00+00:00,1,4256.595,4237.753523689248,3.0,3.0,2.9774083785697254,target,154.77746350070626,177.81924933274487
M15-0591,M15,M15-0591,M15-0591,,2026-08-07 08:45:00+00:00,2026-08-07 19:00:00+00:00,1,4309.025,4287.781182771451,3.0,1.2342414603701604,1.2139577940514286,time_exit,177.81924933274487,188.61250251573787
M15-0591,M15,M15-0591,M15-0591,,2026-08-10 06:00:00+00:00,2026-08-10 11:15:00+00:00,1,4347.215,4330.303766397383,3.0,-1.0,-1.0257060785874732,stop,188.61250251573787,178.9394529993385
M15-0591,M15,M15-0591,M15-0591,,2026-08-10 16:15:00+00:00,2026-08-11 00:15:00+00:00,1,4361.225,4347.3807102553965,3.0,3.0,2.968498022791672,target,178.9394529993385,205.49852362073648
M15-0591,M15,M15-0591,M15-0591,,2026-08-11 00:45:00+00:00,2026-08-11 01:15:00+00:00,1,4413.745,4403.077801235502,3.0,-1.0,-1.0413767953278392,stop,205.49852362073648,194.79845392209822
M15-0591,M15,M15-0591,M15-0591,,2026-08-11 02:15:00+00:00,2026-08-11 03:00:00+00:00,1,4433.695,4413.139108482957,3.0,-1.0,-1.0215689745021477,stop,194.79845392209822,184.84845108170813
M15-0591,M15,M15-0591,M15-0591,,2026-08-11 06:15:00+00:00,2026-08-11 12:15:00+00:00,-1,4372.515,4393.037859235244,3.0,-1.0,-1.0213055839338956,stop,184.84845108170813,175.40911331814414
M15-0591,M15,M15-0591,M15-0591,,2026-08-12 01:30:00+00:00,2026-08-12 11:45:00+00:00,1,4390.425,4377.021026805206,3.0,1.69427375524894,1.6615191015638284,time_exit,175.40911331814414,189.98139293646767
M15-0591,M15,M15-0591,M15-0591,,2026-08-13 20:00:00+00:00,2026-08-13 22:45:00+00:00,-1,4349.915,4359.83948182907,3.0,-1.0,-1.0438301472552312,stop,189.98139293646767,180.06597766823631
M15-0591,M15,M15-0591,M15-0591,,2026-08-14 12:15:00+00:00,2026-08-16 23:30:00+00:00,1,4371.515,4360.0164382679495,3.0,0.25481447752133846,0.21679654882843985,time_exit,180.06597766823631,182.01786179423095
M15-0591,M15,M15-0591,M15-0591,,2026-08-17 00:45:00+00:00,2026-08-17 11:00:00+00:00,1,4395.355,4377.2415077139585,3.0,0.18825745726729035,0.16399181632632595,time_exit,182.01786179423095,183.51033378220447
M15-0591,M15,M15-0591,M15-0591,,2026-08-18 01:00:00+00:00,2026-08-18 01:30:00+00:00,1,4434.105,4419.854993022982,3.0,-1.0,-1.0311165110806704,stop,183.51033378220447,174.04930702636668
M15-0591,M15,M15-0591,M15-0591,,2026-08-18 02:45:00+00:00,2026-08-18 13:00:00+00:00,-1,4394.755,4408.676994130216,3.0,0.05746303241601459,0.02589603878784149,time_exit,174.04930702636668,174.27466640665426
M15-0591,M15,M15-0591,M15-0591,,2026-08-19 14:30:00+00:00,2026-08-20 01:45:00+00:00,1,4485.835,4453.16410275152,3.0,0.23139860354928146,0.21766823377742384,time_exit,174.27466640665426,176.17136934809858
M15-0591,M15,M15-0591,M15-0591,,2026-08-20 01:45:00+00:00,2026-08-20 12:00:00+00:00,-1,4493.545,4510.871430794248,3.0,1.5398439711459349,1.5139093452939,time_exit,176.17136934809858,189.50674346956407
M15-0591,M15,M15-0591,M15-0591,,2026-08-20 16:00:00+00:00,2026-08-21 03:15:00+00:00,1,4521.465,4497.240235400703,3.0,0.44045835641719716,0.42179371684364636,time_exit,189.50674346956407,193.50338115431222
M15-0591,M15,M15-0591,M15-0591,,2026-08-21 06:30:00+00:00,2026-08-21 09:15:00+00:00,1,4555.215,4540.311747728543,3.0,3.0,2.9694347588229166,target,193.50338115431222,222.2331644517809
M15-0591,M15,M15-0591,M15-0591,,2026-08-24 03:00:00+00:00,2026-08-24 13:15:00+00:00,1,4643.315,4625.4545644347345,3.0,1.8722947644700485,1.8462969942419232,time_exit,222.2331644517809,242.74858562919064
M15-0591,M15,M15-0591,M15-0591,,2026-08-25 00:45:00+00:00,2026-08-25 01:15:00+00:00,1,4693.425,4673.8184480588,3.0,-1.0,-1.023938043844096,stop,242.74858562919064,230.32061003343694
M15-0591,M15,M15-0591,M15-0591,,2026-08-25 02:45:00+00:00,2026-08-25 13:00:00+00:00,-1,4630.325,4662.736931752107,3.0,-0.31840126281056,-0.33268712838442843,time_exit,230.32061003343694,226.48937491544825
M15-0591,M15,M15-0591,M15-0591,,2026-08-26 07:30:00+00:00,2026-08-26 13:30:00+00:00,-1,4631.125,4640.008509033553,3.0,3.0,2.947868291882092,target,226.48937491544825,259.8724172535205
M15-0591,M15,M15-0591,M15-0591,,2026-08-26 22:45:00+00:00,2026-08-27 01:00:00+00:00,1,4610.595,4601.106425785957,3.0,-1.0,-1.0485910200625956,stop,259.8724172535205,246.24742309882043
M15-0591,M15,M15-0591,M15-0591,,2026-08-27 10:00:00+00:00,2026-08-27 12:00:00+00:00,-1,4580.325,4599.970090721111,3.0,-1.0,-1.0233153670045305,stop,246.24742309882043,233.64798449170596
M15-0591,M15,M15-0591,M15-0591,,2026-08-28 07:30:00+00:00,2026-08-28 14:15:00+00:00,1,4607.195,4586.868991363838,3.0,-1.0,-1.0226665012421743,stop,233.64798449170596,221.70078615058503
M15-0591,M15,M15-0591,M15-0591,,2026-08-28 16:30:00+00:00,2026-08-31 03:45:00+00:00,-1,4480.765,4531.741801262077,3.0,1.142480472648387,1.1336906606376962,time_exit,221.70078615058503,234.26779168633269
M15-0591,M15,M15-0591,M15-0591,,2026-08-31 14:30:00+00:00,2026-08-31 14:45:00+00:00,-1,4419.915,4434.698305122152,3.0,-1.0,-1.0298980164684344,stop,234.26779168633269,222.20419498732298
M15-0591,M15,M15-0591,M15-0591,,2026-08-31 20:45:00+00:00,2026-09-01 01:30:00+00:00,1,4447.965,4440.385798752368,3.0,-1.0,-1.0586864612071036,stop,222.20419498732298,210.44196634449787
M15-0591,M15,M15-0591,M15-0591,,2026-09-02 01:45:00+00:00,2026-09-02 11:45:00+00:00,-1,4308.805,4332.183594225443,3.0,-1.0,-1.0184305564246066,stop,210.44196634449787,199.72593990053213
M15-0591,M15,M15-0591,M15-0591,,2026-09-02 14:00:00+00:00,2026-09-03 01:15:00+00:00,1,4384.845,4355.4087415132335,3.0,0.5472842279613092,0.5323881602359519,time_exit,199.72593990053213,205.04252618528417
M15-0591,M15,M15-0591,M15-0591,,2026-09-03 01:15:00+00:00,2026-09-03 11:30:00+00:00,1,4400.915,4384.637626257346,3.0,2.039026720448559,2.0119897114716894,time_exit,205.04252618528417,225.669698840232
M15-0591,M15,M15-0591,M15-0591,,2026-09-07 02:15:00+00:00,2026-09-07 02:45:00+00:00,-1,4403.335,4417.566656261581,3.0,-1.0,-1.0309404254787065,stop,225.669698840232,214.037098073232
M15-0591,M15,M15-0591,M15-0591,,2026-09-08 00:30:00+00:00,2026-09-08 06:15:00+00:00,1,4421.105,4409.895967006409,3.0,-1.0,-1.039442340856057,stop,214.037098073232,202.9131369606681
M15-0591,M15,M15-0591,M15-0591,,2026-09-08 07:00:00+00:00,2026-09-08 13:15:00+00:00,-1,4403.605,4412.397439843834,3.0,-1.0,-1.0500839935013937,stop,202.9131369606681,192.25934510099043
M15-0591,M15,M15-0591,M15-0591,,2026-09-09 03:45:00+00:00,2026-09-09 04:15:00+00:00,1,4378.245,4371.804843272291,3.0,-1.0,-1.0679835163197562,stop,192.25934510099043,181.99285452967595
M15-0591,M15,M15-0591,M15-0591,,2026-09-09 06:00:00+00:00,2026-09-09 15:15:00+00:00,1,4398.655,4383.0797078442465,3.0,-1.0,-1.0282412359011528,stop,181.99285452967595,172.63622664633732
M15-0591,M15,M15-0591,M15-0591,,2026-09-10 06:00:00+00:00,2026-09-10 06:15:00+00:00,1,4430.748,4416.414995169562,3.0,-1.0,-1.0309129038357034,stop,172.63622664633732,163.73758096037662
M15-0591,M15,M15-0591,M15-0591,,2026-09-10 09:00:00+00:00,2026-09-10 12:45:00+00:00,-1,4394.565,4406.784749606916,3.0,3.0,2.9640371927300984,target,163.73758096037662,188.0037949510872
M15-0591,M15,M15-0591,M15-0591,,2026-09-11 07:00:00+00:00,2026-09-11 07:45:00+00:00,1,4352.948,4344.484640270046,3.0,-1.0,-1.0514328604584016,stop,188.0037949510872,178.1201265559644
M15-0591,M15,M15-0591,M15-0591,,2026-09-11 13:15:00+00:00,2026-09-11 18:15:00+00:00,1,4389.168,4350.484698936071,3.0,-1.0,-1.011346415324655,stop,178.1201265559644,169.11306898148698
M15-0591,M15,M15-0591,M15-0591,,2026-09-11 18:45:00+00:00,2026-09-14 06:00:00+00:00,-1,4346.935,4361.267546252075,3.0,0.6827816793951582,0.6524525604546149,time_exit,169.11306898148698,174.62998172465242
M15-0591,M15,M15-0591,M15-0591,,2026-09-14 08:30:00+00:00,2026-09-14 13:00:00+00:00,-1,4310.368,4322.890271532738,3.0,3.0,2.9655783857686577,target,174.62998172465242,200.52392669014267
M15-0591,M15,M15-0591,M15-0591,,2026-09-15 08:00:00+00:00,2026-09-15 13:00:00+00:00,-1,4280.745,4293.694641301269,3.0,-1.0,-1.0330568615794817,stop,200.52392669014267,190.16629577123703
M15-0591,MTF,M15-0591 MTF,M15-0591,,2026-01-02 08:15:00+00:00,2026-01-02 13:30:00+00:00,1,4384.498,4374.355111388867,3.0,-1.0,-1.0432273109574297,stop,100.0,94.78386344521286
